hex	en	zh
#BB00AA	Purple Pirate	紫色海盗
#FE4EDA	Purple Pizzazz	紫色活力
#C7CEE8	Purple Pj’s	紫色睡衣
#81459E	Purple Pleasures	紫色的快乐
#9C51B6	Purple Plum	紫梅
#473854	Purple Plumeria	紫色鸡蛋花
#DAB4CC	Purple Poodle	紫色贵宾犬
#4C4976	Purple Pool	紫池
#AA00AA	Purple Potion	紫药水
#B9A0D2	Purple Premiere	紫色首映
#A274B5	Purple Pride	紫色骄傲
#5B4D54	Purple Prince	紫王子
#7733AA	Purple Pristine	紫色原始
#BB9ECA	Purple Prophet	紫色先知
#543254	Purple Prose	紫色散文
#593569	Purple Protégé	紫色门徒
#8822DD	Purple Protest	紫色抗议
#523E49	Purple Province	紫州
#696374	Purple Punch	紫宾治
#C9C6DF	Purple Purity	紫纯度
#8C8798	Purple Ragwort	紫罗非鱼
#7442C8	Purple Rain	紫雨
#990147	Purple Red	紫红
#5C4971	Purple Reign	紫色统治
#8278AD	Purple Rhapsody	紫色狂想曲
#AF9FCA	Purple Rose	紫玫红
#8B7880	Purple Rubiate	紫红宝石
#75697E	Purple Sage	紫鼠尾草
#C2B2F0	Purple Sand	紫沙
#754B8F	Purple Sapphire	紫宝石蓝
#522A6F	Purple Seduction	紫色诱惑
#4E2E53	Purple Shade	紫暗调
#C8BAD4	Purple Shine	紫光泽
#776D90	Purple Silhouette	紫色剪影
#62547E	Purple Sky	紫天空
#CC69E4	Purple Snail	紫蜗牛
#563948	Purple Sphinx	紫色狮身人面像
#746F9D	Purple Spire	紫色尖塔
#5E3B6A	Purple Splendour	紫辉煌
#652DC1	Purple Spot	紫斑
#AB9BBC	Purple Springs	紫泉
#845998	Purple Squid	紫鱿鱼
#B16D90	Purple Starburst	紫色星爆
#6E5755	Purple Statement	紫色声明
#A885B5	Purple Statice	紫色静态
#624154	Purple Stiletto	紫色细高跟鞋
#605467	Purple Stone	紫石
#B183A8	Purple Stripe	紫色条纹
#766478	Purple Suede	紫麂皮
#853682	Purple Sultan	紫苏丹
#9B95A9	Purple Surf	紫冲浪
#835995	Purple Tanzanite	紫色坦桑石
#50404D	Purple Taupe	紫灰褐
#F0B9BE	Purple Thorn	紫刺
#A22DA4	Purple Tone Ink	紫调墨
#746CC0	Purple Toolbox	紫色工具箱
#665261	Purple Trinket	紫色饰品
#C364C5	Purple Urn Orchid	紫瓮兰花
#665B80	Purple Valley	紫山谷
#9932CC	Purple Vanity	紫色虚荣心
#D3D5E0	Purple Veil	紫面纱
#581A57	Purple Velour	紫色丝绒
#483B56	Purple Velvet	紫绒
#46354B	Purple Verbena	紫色马鞭草
#A29CC8	Purple Vision	紫视觉
#442244	Purple Void	紫虚空
#D4C0DF	Purple Whisper	紫低语
#D3C2CF	Purple White	紫白
#97397F	Purple Wine	紫酒红
#5A395B	Purple Wineberry	紫酒莓
#A846D7	Purple Yam	紫山药
#DD1166	Purple Yearning	紫色的向往
#A15589	Purple Zergling	紫色小狗
#EEC3EE	Purple’s Baby Sister	紫的小妹妹
#B6C4DD	Purpletini	紫色蒂尼
#837F92	Purpletone	紫音
#602287	Purplex	紫x
#C8BDD2	Purpling Dawn	紫色黎明
#98568D	Purplish	紫色
#6140EF	Purplish Blue	紫蓝色
#6B4247	Purplish Brown	紫棕色
#7A687F	Purplish Grey	紫灰色
#DF4EC8	Purplish Pink	紫粉色
#B0054B	Purplish Red	淡紫
#DFD3E3	Purplish White	紫白色
#5E0DC2	Purplue	紫色
#776C76	Purposeful	有目的的
#8D8485	Purpura	紫癜
#9A4EAE	Purpureus	紫
#864480	Purpurite Red	紫红
#57385E	Purpurite Violet	紫
#898078	Purri Sticks	普里棒
#879F6C	Purslane	马齿苋
#F1D260	Pursuit of Happiness	追求幸福
#CEBADA	Pussyfoot	小猫
#B2ADA4	Pussywillow	褪色柳
#A2A193	Pussywillow Grey	褪色柳灰色
#C8DDEA	Put on Ice	放在冰上
#8D4362	Putnam Plum	普特南李子
#89A572	Putrid Green	腐烂的绿色
#F1E4C9	Putting Bench	推杆凳
#3A9234	Putting Green	果岭
#CDAE70	Putty	腻子
#BDA89C	Putty Grey	腻子灰
#A99891	Putty Pearl	腻子珍珠
#9D8E7F	Putty Yellow	腻子黄
#ADA2CE	Puturple	紫色
#55FF55	Puyo Blob Green	噗哟斑点绿
#D6D0CF	Pygmy Goat	侏儒山羊
#6299AA	Pyjama Blue	睡衣蓝
#9FBADF	Pylon	塔
#9F7D4F	Pyramid	金字塔
#E5B572	Pyramid Gold	金字塔金
#F8C642	Pyrite	黄铁矿
#AC9362	Pyrite Gold	黄铁矿金
#3A6364	Pyrite Green	黄铁矿绿
#867452	Pyrite Slate Green	黄铁矿板岩绿
#C4BF33	Pyrite Yellow	黄铁矿黄
#3776AB	Python Blue	蟒蛇蓝
#FFD343	Python Yellow	蟒蛇黄
#7B5804	Qahvei Brown	卡维棕
#CF3C71	Qermez Red	深红
#89A0B0	Qiān Hūi Grey	钱慧灰
#4455EE	Qing Dynasty Dragon	清朝龙
#DD2266	Qing Dynasty Fire	清朝火
#FFCC66	Qing Yellow	青黄
#FFE989	Quack Quack	嘎嘎嘎
#998811	Quagmire Green	泥沼绿
#96838B	Quail	鹌鹑
#E3DDCE	Quail Egg	鹌鹑蛋
#5C4E53	Quail Hollow	鹌鹑谷
#ACA397	Quail Ridge	鹌鹑岭
#AB9673	Quail Valley	鹌鹑谷
#EACDC1	Quaint Peche	古色古香的佩切
#686C62	Quaking Bog	颤抖的沼泽
#BBC6A4	Quaking Grass	颤动的草
#6E799B	Quantum Blue	量子蓝
#B2DDC4	Quantum Effect	量子效应
#7C948B	Quantum Green	量子绿
#130173	Quantum of Light	光量子
#E7F1E6	Quark White	夸克白
#EBE6D5	Quarried Limestone	开采的石灰石
#8A9399	Quarry	采石场
#AF9A91	Quarry Quartz	采石场石英
#F2EDDD	Quarter Pearl Lusta	四分珍珠露斯塔
#EBE2D2	Quarter Spanish White	四分之一西班牙白
#1272A3	Quarterdeck	后甲板
#85695B	Quartersawn Oak	短切橡木
#D9D9F3	Quartz	石英
#6E7C45	Quartz Green	石英绿
#FDEAE6	Quartz Light Pink	石英浅粉
#A9AAAB	Quartz Sand	石英沙
#E8E8E5	Quartz Stone	石英石
#F3E8E1	Quartz White	石英白
#232E26	Quartzite	石英岩
#C7D0DA	Quarzo	石英石
#BED3CB	Quaver	八分音符
#FAB001	Queen Anne	安妮女王
#C0B6B4	Queen Anne Lilac	安妮女王丁香
#F2EEDE	Queen Anne’s Lace	安妮女王的蕾丝
#436B95	Queen Blue	女王蓝
#E8BC95	Queen Conch Shell	海螺壳
#77613D	Queen Lioness	母狮女王
#BBDD55	Queen of Gardens	女王花园
#98333A	Queen of Hearts	红心皇后
#817699	Queen of Sheba	示巴女王
#295776	Queen of the Night	女王夜
#3D4585	Queen of the Night Shift	夜班女王
#1C401F	Queen of Trees	树之女王
#D2EAEA	Queen of Waves	女王浪
#AD9E4B	Queen Palm	女王棕榈
#E8CCD7	Queen Pink	女王粉
#6C7068	Queen Valley	女王山谷
#7B6FA0	Queen’s	女王大学
#9D433F	Queen’s Coat	女王大衣
#472557	Queen’s Domain	女王领地
#8B5776	Queen’s Honour	女王荣誉
#753A40	Queen’s Rose	王后玫瑰
#D3BCC5	Queen’s Tart	皇后挞
#CDB9C4	Queen’s Violet	皇后紫罗兰
#D3ACCE	Queenly	女王
#F9ECD0	Queenly Laugh	女王般的笑声
#652793	Queens of the Dead	亡灵女王
#88ACE0	Queer Blue	酷儿蓝
#B36FF6	Queer Purple	酷儿紫
#B4E0E7	Quench Blue	淬火蓝
#E5B03D	Quercitron	槲皮子
#BDC1C1	Quest	任务
#ADA5A5	Quest Grey	任务灰色
#EF9A49	Question Mark Block	问号块
#006868	Quetzal Green	绿咬鹃绿
#B393C0	Quibble	聒噪
#FED56F	Quiche Lorraine	洛林乳蛋饼
#BDDBE1	Quick-Freeze	速冻
#AC9884	Quicksand	流沙
#A6A6A6	Quicksilver	水银
#160435	Quiet Abyss	安静的深渊
#6597CC	Quiet Bay	安静海湾
#017AA6	Quiet Cove	安静小湾
#D7D9D5	Quiet Dew	安静露
#B7D0C5	Quiet Drizzle	安静细雨
#9EBC97	Quiet Green	安静绿
#B9BABD	Quiet Grey	安静灰
#5A789A	Quiet Harbour	安静港湾
#DDD7CC	Quiet Interlude	安静的插曲
#B1E2CB	Quiet Jade	安静翡翠
#CED3C7	Quiet Mint	安静薄荷
#96AEB0	Quiet Moment	安静时刻
#3E8FBC	Quiet Night	安静夜
#ACDEEB	Quiet Nook	安静的角落
#E4E2DD	Quiet on the Set	片场安静
#DBA39A	Quiet Pink	安静粉
#94D8E2	Quiet Pond	安静池塘
#E7EFCF	Quiet Rain	安静雨
#B69C97	Quiet Refuge	安静的避难所
#686970	Quiet Shade	安静暗调
#F5EBD6	Quiet Shore	安静岸
#FAE6CA	Quiet Splendour	安静辉煌
#EECC9F	Quiet Star	安静星
#2F596D	Quiet Storm	安静风暴
#A9BAB1	Quiet Teal	安静青
#AAAD94	Quiet Thicket	安静灌木丛
#B8BCB8	Quiet Time	安静时光
#EBD2A7	Quiet Veranda	安静廊
#B9BEA3	Quiet Waters	安静水域
#F1F3E8	Quiet Whisper	安静低语
#ADBBB2	Quietude	安静
#DCD2B8	Quill	羽毛笔
#CBC9C0	Quill Grey	羽毛灰
#2D3359	Quill Tip	羽毛笔尖
#612741	Quills of Terico	特里科的羽毛笔
#7F9DAF	Quilotoa Blue	基洛托亚蓝
#70A38D	Quilotoa Green	基洛托阿绿
#FCD9C6	Quilt	被子
#EAC365	Quilt Gold	被子金
#CE9FB4	Quilted Heart	绗缝心形
#8E3A59	Quinacridone Magenta	喹吖啶酮品红色
#D4CB60	Quince	木瓜
#F89330	Quince Jelly	木瓜果冻
#6A5445	Quincy	昆西
#B5B5AF	Quincy Granite	昆西花岗岩
#F9ECD1	Quinoa	藜麦
#F5E326	Quinoline Yellow	喹啉黄
#008CA9	Quintana	金塔纳
#C2DBC6	Quintessential	精髓
#C76356	Quite Coral	相当珊瑚色
#97171E	Quite Red	很红
#9BE510	Quithayran Green	奎赛兰·格林
#886037	Quiver	箭袋
#8E7F6A	Quiver Tan	箭袋谭
#948491	Quixotic	堂吉诃德式
#4A4653	Quixotic Plum	堂吉诃德梅子
#5F575C	Rabbit	兔
#885D62	Rabbit Paws	兔爪子
#6225B8	Rabbit-Ear Iris	兔耳鸢尾
#D2C1B5	Rabbit’s Foot	兔脚
#735E56	Raccoon Tail	浣熊尾
#CF4944	Race Car Stripe	赛车条纹
#EEF3D0	Race the Sun	与太阳赛跑
#CBBEB5	Race Track	赛道
#E8B9AE	Rachel Pink	雷切尔粉红
#014600	Racing Green	赛车绿
#C21727	Racing Red	赛车红
#D6341E	Rackham Red	拉克姆红
#5D8AAA	Rackley	拉克利
#776A3C	Racoon Eyes	浣熊眼
#B6C8E4	Radar	雷达
#96F97B	Radar Blip Green	雷达信号点绿色
#BB9157	Radiance	光辉
#ECE2CE	Radiant Dawn	光辉黎明
#5500FF	Radiant Feather	光辉羽毛
#659C35	Radiant Foliage	光辉叶
#FFEED2	Radiant Glow	光辉辉光
#10F144	Radiant Hulk	光辉浩克
#A489A0	Radiant Lilac	光辉丁香紫
#E0E6F0	Radiant Moon	光辉月
#AD5E99	Radiant Orchid	光芒兰花紫
#E31B5D	Radiant Raspberry	光芒覆盆子
#EED5D4	Radiant Rose	光芒玫红
#D7B1B2	Radiant Rouge	光芒胭脂
#8F979D	Radiant Silver	光芒银
#F0CC50	Radiant Sun	光芒太阳
#EEBE1B	Radiant Sunrise	光芒日出
#FC9E21	Radiant Yellow	光芒黄
#FFA343	Radiation Carrot	辐射胡萝卜
#326A2B	Radical Green	激进的绿色
#FF355E	Radical Red	激进红
#745166	Radicchio	红菊苣
#694D3A	Radigan Conagher Brown	拉迪根·科纳格棕
#89FE05	Radioactive	放射性
#F9006F	Radioactive Eggplant	放射性茄子
#2CFA1F	Radioactive Green	放射性绿
#66DD00	Radioactive Lilypad	放射性睡莲
#A42E41	Radish	萝卜
#EE3355	Radish Lips	萝卜唇
#EC4872	Radishical	根基
#E5E7E6	Radisson	丽笙酒店
#7FFF00	Radium	镭
#FFD15C	Radler	拉德勒
#F1C7A1	Radome Tan	天线罩谭
#DCC6A0	Raffia	拉菲草
#CDA09A	Raffia Cream	拉菲草奶油
#B3A996	Raffia Greige	拉菲草灰米
#CBD9D8	Raffia Light Grey	拉菲草浅灰
#CBB08C	Raffia Ribbon	拉菲草丝带
#EEEEE3	Raffia White	拉菲草白
#CA9A5D	Raffles Tan	莱佛士谭
#3C5F9B	Raftsman	筏夫
#FF1133	Rage	愤怒
#F32507	Rage of Quel’Danas	奎尔丹纳斯之怒
#8D514C	Ragin’ Cajun	拉金卡津
#B54E45	Raging Bull	愤怒的公牛
#DD5500	Raging Leaf	愤怒的叶子
#AA3333	Raging Raisin	愤怒的葡萄干
#8D969E	Raging Sea	汹涌之海
#004F63	Raging Thunderstorm	狂风暴雨
#5187A0	Raging Tide	怒潮
#4A5E6C	Ragtime Blues	拉格泰姆布鲁斯
#513933	Ragtop	碎布顶
#7BE892	Ragweed	豚草
#F6AD3A	Raichu Orange	雷丘橙
#0056A8	Raiden Blue	雷电蓝
#E34029	Raiden’s Fury	雷电之怒
#544540	Railroad Ties	铁路枕木
#ABBEBF	Rain	雨
#8B795F	Rain Barrel	雨桶
#354D65	Rain Boots	雨靴
#B6D5DE	Rain Check	雨检查
#919FA1	Rain Cloud	雨云
#685346	Rain Drum	雨鼓
#B5DCEA	Rain or Shine	雨光泽
#677276	Rain Shadow	雨暗影
#BCA849	Rain Slicker	雨滴
#C5D5E9	Rain Song	雨歌
#F6BFBC	Rainbow	彩虹
#2863AD	Rainbow Bright	彩虹亮
#FF975C	Rainbow Trout	彩虹鳟鱼
#FF09FF	Rainbow’s Inner Rim	彩虹的内缘
#FF0001	Rainbow’s Outer Rim	彩虹的外缘
#819392	Raindance	飞雨
#9EC6C6	Raindrop	雨滴
#B3C1B1	Rainee	雷妮
#759180	Rainford	雷福德
#009A70	Rainforest	雨林
#E6DAB1	Rainforest Dew	雨林露
#CEC192	Rainforest Fern	雨林蕨
#B2C346	Rainforest Glow	雨林辉光
#446019	Rainforest Matcha	雨林抹茶
#002200	Rainforest Nights	雨林夜
#016D43	Rainforest Retreat	雨林隐居
#7F795F	Rainforest Zipline	雨林滑索
#558484	Rainier Blue	雷尼尔蓝
#485769	Rainmaker	造雨人
#9CA4A9	Rainmaster	雨师
#244653	Rainstorm	暴雨
#C2CDC5	Rainwashed	雨水冲刷
#87D9D2	Rainwater	雨水
#889A95	Rainy Afternoon	雨午后
#CFC8BD	Rainy Day	雨白天
#A5A5A5	Rainy Grey	雨灰
#3F6C8F	Rainy Lake	雨湖
#4499AA	Rainy Mood	雨情绪
#005566	Rainy Morning	雨早晨
#D1D8D6	Rainy Season	雨季节
#9BAFBB	Rainy Sidewalk	雨天人行道
#99BBDD	Rainy Week	雨周
#5D4A4E	Raisin	葡萄干
#242124	Raisin Black	葡萄干黑
#78615C	Raisin in the Sun	葡萄干太阳
#FBAB60	Rajah	拉惹
#E6D9E2	Rajah Rose	拉惹玫瑰
#957D48	Raked Leaves	倾斜的树叶
#BF794E	Rakuda Brown	拉库达棕
#7EC083	Rally Green	拉力赛绿
#B7A9AC	Ramadi Grey	拉马迪灰色
#5A804F	Rambling Green	漫漫绿
#D98899	Rambling Rose	蔓生玫瑰
#A94737	Rambutan	红毛丹
#CDBDA2	Ramie	苎麻
#4C73AF	Ramjet	冲压喷气
#8F9A88	Ramona	雷蒙娜
#603231	Rampant Rhubarb	猖獗的大黄
#BCB7B1	Rampart	城墙
#195456	Ramsons	熊葱
#F3E7CF	Ranch Acres	牧场英亩
#9E7454	Ranch Brown	牧场棕
#7B645A	Ranch House	牧场屋
#968379	Ranch Mink	牧场水貂
#C8B7A1	Ranch Tan	牧场棕褐
#DFD8B3	Rancho Verde	兰乔维德
#B7B7B4	Rand Moon	兰德·穆恩
#756E60	Randall	兰德尔
#68BD56	Range Land	山脉大地
#6A8472	Ranger Green	游侠绿
#707651	Ranger Station	护林员站
#2E3222	Rangitoto	朗伊托托
#2B2E25	Rangoon Green	仰光绿
#F7ECD8	Ranier White	拉尼尔·怀特
#F5DDE6	Ranunculus White	花毛茛白
#D28239	Rapakivi Granite	拉帕基维花岗岩
#C19A13	Rapeseed	油菜籽
#FFEC47	Rapeseed Blossom	油菜花
#A69425	Rapeseed Oil	菜籽油
#A39281	Rapid Rock	快速摇滚
#52C7C7	Rapids	急流
#D8DFDA	Rapier Silver	剑银
#45363A	Rapt	全神贯注
#114444	Rapture	狂喜
#A7D6DD	Rapture Blue	狂喜蓝
#CF5A70	Rapture Rose	狂喜玫瑰
#F6F3E7	Rapture’s Light	狂喜之光
#F6D77F	Rapunzel	长发公主
#D2D2D4	Rapunzel Silver	长发公主银
#0044FF	Rare Blue	稀有蓝
#E1DEE8	Rare Crystal	稀有水晶
#AC8044	Rare Find	稀有发现
#A6A69B	Rare Grey	稀有灰
#8DACA0	Rare Happening	罕见的事情
#DBDCE2	Rare Orchid	稀有兰花紫
#DD1133	Rare Red	稀有红
#CC0022	Rare Rhubarb	稀有大黄
#00748E	Rare Turquoise	稀有青
#E8E9CC	Rare White Jade	稀有白翡翠
#E8DBDF	Rare White Raven	稀有白渡鸦
#55FFCC	Rare Wind	稀有风
#3B2736	Rare Wine	稀有酒红
#594C42	Rare Wood	稀有木
#E1E6E6	Rarified Air	稀薄空气
#B00149	Raspberry	覆盆子
#875169	Raspberry Crush	覆盆子碎
#8E3643	Raspberry Fool	覆盆子傻瓜
#915F6C	Raspberry Glace	覆盆子糖霜
#FF77AA	Raspberry Glaze	覆盆子釉
#D9CCC7	Raspberry Ice	覆盆子冰
#9F3753	Raspberry Ice Red	覆盆子冰红
#CA3767	Raspberry Jam	覆盆子果酱
#9B6287	Raspberry Jelly Red	覆盆子果冻红
#C9A196	Raspberry Kahlua	覆盆子咖啡
#044F3B	Raspberry Leaf Green	覆盆子叶绿
#E1AAAF	Raspberry Lemonade	覆盆子柠檬水
#9A1A60	Raspberry Magenta	覆盆子品红
#EBD2D1	Raspberry Milk	覆盆子奶
#E06F8B	Raspberry Mousse	覆盆子慕斯
#B96482	Raspberry Parfait	覆盆子冻糕
#A34F66	Raspberry Patch	覆盆子块
#E25098	Raspberry Pink	覆盆子粉
#94435A	Raspberry Pudding	覆盆子布丁
#882D50	Raspberry Radiance	覆盆子光辉
#F62217	Raspberry Rave	覆盆子狂欢
#CD827D	Raspberry Ripple	覆盆子涟漪
#972B51	Raspberry Romantic	覆盆子浪漫
#B3436C	Raspberry Rose	覆盆子玫红
#FF3888	Raspberry Shortcake	覆盆子酥饼
#D0A1B4	Raspberry Smoothie	覆盆子冰沙
#D2386C	Raspberry Sorbet	覆盆子冰糕
#8A5D55	Raspberry Truffle	覆盆子松露
#B3737F	Raspberry Whip	覆盆子搅
#B63753	Raspberry Wine	覆盆子酒红
#E30B5D	Raspberry Yoghurt	覆盆子酸奶
#885F01	Rat Brown	大鼠棕
#6F6138	Rationality	理性
#A58E61	Rattan	藤条
#A79069	Rattan Basket	藤篮
#8F876B	Rattan Palm	藤棕榈
#7F7667	Rattlesnake	响尾蛇
#C35530	Raucous Orange	喧闹的橙子
#54463F	Rave Raisin	狂欢葡萄干
#A13B34	Rave Red	狂欢红
#00619D	Rave Regatta	狂欢赛船会
#0B0B0B	Raven	渡鸦
#3D3D3D	Raven Black	渡鸦黑
#6F747B	Raven Grey	渡鸦灰
#3B3F66	Raven Night	渡鸦夜
#BB2255	Raven’s Banquet	乌鸦的宴会
#030205	Raven’s Coat	乌鸦外套
#4B4045	Raven’s Wing	乌鸦之翼
#0A0555	Ravenclaw	拉文克劳
#464543	Ravenwood	鸦林
#D3CEC7	Ravine	沟壑
#FADE79	Ravioli al Limone	柠檬馄饨
#E79580	Ravishing Coral	迷人的珊瑚
#BB2200	Ravishing Rouge	醉人胭脂
#F2EED3	Raw Alabaster	生雪花石膏
#544173	Raw Amethyst	生紫水晶
#C8BEB1	Raw Cashew Nut	生腰果坚果
#662200	Raw Chocolate	生巧克力
#7D403B	Raw Cinnabar	生朱砂
#C46B51	Raw Copper	生铜
#E3D4BB	Raw Cotton	生棉
#9E7172	Raw Edge	生边缘
#8B6C7E	Raw Garnet Viola	生石榴石中提琴
#CC8844	Raw Linen	生亚麻
#E4BC8C	Raw Peanut	生花生
#9A6200	Raw Sienna	生赭色
#E1D9C7	Raw Silk	生丝
#D8CAB2	Raw Sugar	生糖
#F95D2D	Raw Sunset	生日落
#A75E09	Raw Umber	生赭褐
#865E49	Rawhide	生皮
#7A643F	Rawhide Canoe	生皮独木舟
#FDF2C0	Ray of Light	光芒
#F4C454	Rayo de Sol	太阳射线
#7197CB	Razee	拉兹
#D1768C	Razzberries	莓莓
#E1D5D4	Razzberry Fizz	莓莓汽水
#BA417B	Razzle Dazzle	炫目炫目
#FF33CC	Razzle Dazzle Rose	炫彩玫瑰
#E30B5C	Razzmatazz	狂欢节
#E3256B	Razzmatazz Lips	华丽的嘴唇
#8D4E85	Razzmic Berry	疯狂浆果
#F08101	Rè Dài Chéng Orange	热带橙
#DD484E	Re-Entry	重新进入
#CD0317	Re-Entry Red	再入红
#7D5D5E	Reading Tea Leaves	读茶叶
#7BA570	Ready Lawn	准备草坪
#563D2D	Real Brown	真棕
#C1A17F	Real Cork	真软木
#00577E	Real Mccoy	真正的麦考伊
#DD79A2	Real Raspberry	真覆盆子
#A90308	Real Red	真红
#CCB896	Real Simple	真简单
#45657D	Real Teal	真青
#008A4C	Real Turquoise	真青
#D3C8BD	Realist Beige	现实主义米色
#E9EADB	Really Light Green	真的浅绿色
#E8ECDB	Really Rain	真的下雨了
#C2B1C5	Really Romantic	真浪漫
#016367	Really Teal	真的是青色
#796C70	Realm	领域
#114411	Realm of the Underworld	冥界
#663399	Rebecca Purple	丽贝卡紫
#453430	Rebel	叛逆者
#CD4035	Rebel Red	叛逆红
#9B7697	Rebel Rouser	反叛煽动者
#CC0404	Rebellion Red	叛逆红
#28A8CD	Reboot	重启
#BAD56B	Rebounder	篮板手
#4A4E5C	Receding Night	渐行渐远的夜
#BAB6AB	Reclaimed Wood	再生木材
#B7D7BF	Reclining Green	斜倚绿色
#1A525B	Recollection Blue	回忆蓝
#CDB6A0	Recycled	回收
#B7C3B7	Recycled Glass	再生玻璃
#FF0000	Red	红
#FF0F0F	Red Alert	红色警戒
#E44E4D	Red Arremer	红阿雷默
#BB0011	Red Baron	红男爵
#8E3738	Red Bay	红海湾
#3D0C02	Red Bean	红豆
#7B3801	Red Beech	红山毛榉
#DD3300	Red Bell Pepper	红铃胡椒
#701F28	Red Berry	红浆果
#9D2B22	Red Birch	红桦
#D13B40	Red Bliss	红极乐
#660000	Red Blood	红血
#8A3C38	Red Blooded	红血
#824E46	Red Bluff	红崖
#A52A2F	Red Brown	红棕
#534A77	Red Cabbage	红卷心菜
#833C3D	Red Candle	红烛
#FF3322	Red Card	红牌
#BC2026	Red Carpet	红地毯
#D87678	Red Cedar	红雪松
#AD654C	Red Cent	红分
#ED7777	Red Chalk	红粉笔
#883543	Red Chicory	红菊苣
#95372D	Red Chilli	红辣椒
#834C3E	Red Chipotle	红辣椒
#C10C27	Red City of Morocco	摩洛哥红城
#8F4B41	Red Clay	红黏土
#77413D	Red Clay Hill	红黏土丘陵
#BB8580	Red Clover	红三叶草
#D43E38	Red Clown	红色小丑
#B33234	Red Contrast	红色对比
#FF4040	Red Coral	红珊瑚
#91433E	Red Craft	红色工艺
#E45E32	Red Cray	红克雷
#EE204D	Red Crayon	红蜡笔
#8B5E52	Red Curry	红咖喱
#85222B	Red Dahlia	红大丽花
#CB6F4A	Red Damask	红花缎
#BB012D	Red Dead Redemption	荒野大镖客：救赎
#BA2A1A	Red Death	红死亡
#860111	Red Devil	红魔
#FF4500	Red Dit	红迪
#AC0000	Red Door	红门
#E8DEDB	Red Dust	红尘
#A2816E	Red Earth	红土
#85464B	Red Elegance	红优雅
#E9DBDE	Red Emulsion	红色乳液
#794D60	Red Endive	红苦菊
#D00000	Red Epiphyllum	红昙花
#C54831	Red Fang	红牙
#FF2244	Red Flag	红旗
#D76968	Red Geranium	红天竺葵
#B07473	Red Gerbera	红色非洲菊
#604046	Red Gooseberry	红醋栗
#AD1400	Red Gore	红色戈尔
#B8866E	Red Gravel	红碎石
#B83312	Red Gravy	红肉汁
#99686A	Red Grey	红灰
#AC3A3E	Red Gumball	红冈布奥
#8A453B	Red Hawk	红隼
#DD1144	Red Herring	红鲱鱼
#845544	Red Hook	红钩
#DD0033	Red Hot	红炎热
#DB1D27	Red Hot Chili Pepper	红炎热辣椒胡椒
#773C31	Red Hot Jazz	红炎热爵士
#C93543	Red Icon	红色图标
#BB1E1E	Red Inferno	红色地狱
#AC3235	Red Ink	红墨
#783F54	Red Jade	红翡翠
#C01141	Red Jalape?o	红墨西哥胡椒
#913228	Red Kite	红风筝
#DD0011	Red Knuckles	红指节
#AB4D50	Red Leather	红皮革
#881400	Red Leever	红利华
#FF0055	Red Light Neon	红浅霓虹
#D24B38	Red Lightning	红闪电
#BFBAC0	Red Lilac Purple	红丁香紫
#B4090D	Red Lust	红泽
#663B43	Red Mahogany	红桃花心木
#F95554	Red Mana	红魔力
#6D3D2A	Red Mane	红鬃毛
#834C4B	Red Maple Leaf	红枫叶
#AA2121	Red Menace	红色威胁
#C92B1E	Red Mist	红薄雾
#FF8888	Red Mull	红穆尔
#880022	Red Mulled Wine	红酒
#994341	Red My Mind	红我的心
#B63731	Red Obsession	红色痴迷
#953334	Red Ochre	红赭
#FE2712	Red October	红十月
#773243	Red Octopus	红章鱼
#473442	Red Onion	红洋葱
#FF3F34	Red Orange	红橙
#FF5349	Red Orange Juice	红橙汁
#CD6D57	Red Orpiment	红雌黄
#5D1F1E	Red Oxide	氧化红
#C34B1B	Red Panda	小熊猫
#BB0044	Red Paracentrotus	红副甲鱼
#82383C	Red Pear	红梨
#DD0000	Red Pegasus	红飞马
#A60000	Red Pentacle	红色五角星
#7A3F38	Red Pepper	红胡椒
#C62D42	Red Peppercorn	红辣椒
#F6B894	Red Perfume	红香水
#ED1C24	Red Pigment	红颜料
#72423F	Red Pines	红松
#FA2A55	Red Pink	红粉
#7C2949	Red Plum	红梅紫
#995D50	Red Potato	红土豆
#DD143D	Red Potion	红药水
#D63D3B	Red Power	红力量
#8E3928	Red Prairie	红大草原
#BB1100	Red Prayer Flag	红色经幡
#D92849	Red Prickly Pear	红仙人掌
#E40078	Red Purple	红紫
#EE3344	Red Radish	红萝卜
#EE3322	Red Rampage	红色横冲直撞
#91403D	Red Red Red	红红红
#814142	Red Red Wine	红红酒红
#800707	Red Reign	红色统治
#FFE0DE	Red Remains	红色遗迹
#D70200	Red Republic	红色共和国
#A8453B	Red Revival	红复兴
#CA1B1B	Red Rhapsody	红色狂想曲
#ED0A3F	Red Ribbon	红丝带
#B9271C	Red Rider	红骑士
#FE2713	Red Riding Hood	小红帽
#B95543	Red River	红河
#7D4138	Red Robin	红知更鸟
#A65052	Red Rock	红岩石
#A27253	Red Rock Falls	红岩石瀑布
#B29E9D	Red Rock Panorama	红岩全景
#7E5146	Red Rooster	红公鸡
#693F43	Red Rumour	红色谣言
#FD3A4A	Red Salsa	红莎莎酱
#E5CAC0	Red Sandstorm	红色沙尘暴
#CC3B22	Red Sauce Parlour	红酱客厅
#EE0128	Red Savina Pepper	红萨维纳胡椒
#C92D21	Red Seal	红海豹
#B9090F	Red Sentinel	红色哨兵
#862808	Red Shade Wash	红暗调洗
#FEE0DA	Red Shimmer	红闪烁
